Column1;x;PalmSubfamily;accGenus;PalmTribe;;;;;;;;;;SpecName;PalmSubfamily;accGenus;PalmTribe
1741;Daemonorops_forbesii;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_burretii;Coryphoideae;Licuala;Trachycarpeae
1742;Daemonorops_formicaria;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_cabalionii;Coryphoideae;Licuala;Trachycarpeae
1743;Daemonorops_kunstleri;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_cameronensis;Coryphoideae;Licuala;Trachycarpeae
1744;Daemonorops_nuichuaensis;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_campestris;Coryphoideae;Licuala;Trachycarpeae
1745;Daemonorops_brevicaulis;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_cattienensis;Coryphoideae;Licuala;Trachycarpeae
1746;Daemonorops_maculata;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_celebica;Coryphoideae;Licuala;Trachycarpeae
1747;Daemonorops_mogeana;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_chaiana;Coryphoideae;Licuala;Trachycarpeae
1748;Daemonorops_ochrolepis;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_collina;Coryphoideae;Licuala;Trachycarpeae
1749;Daemonorops_macrophylla;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_concinna;Coryphoideae;Licuala;Trachycarpeae
1750;Daemonorops_gracilis;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_cordata;Coryphoideae;Licuala;Trachycarpeae
1751;Daemonorops_acamptostachys;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_corneri;Coryphoideae;Licuala;Trachycarpeae
1752;Daemonorops_pedicellaris;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_crassiflora;Coryphoideae;Licuala;Trachycarpeae
1753;Daemonorops_mollis;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_dakrongensis;Coryphoideae;Licuala;Trachycarpeae
1754;Daemonorops_macroptera;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_debilis;Coryphoideae;Licuala;Trachycarpeae
1755;Daemonorops_rubra;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_densiflora;Coryphoideae;Licuala;Trachycarpeae
1756;Daemonorops_verticillaris;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_distans;Coryphoideae;Licuala;Trachycarpeae
1757;Daemonorops_pannosa;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_egregia;Coryphoideae;Licuala;Trachycarpeae
1758;Daemonorops_atra;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_elegans;Coryphoideae;Licuala;Trachycarpeae
1759;Daemonorops_curranii;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_ellipsoidalis;Coryphoideae;Licuala;Trachycarpeae
1760;Daemonorops_draco;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_elliptica;Coryphoideae;Licuala;Trachycarpeae
1761;Daemonorops_ocreata;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_exigua;Coryphoideae;Licuala;Trachycarpeae
1762;Daemonorops_angustifolia;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_ferruginea;Coryphoideae;Licuala;Trachycarpeae
1763;Daemonorops_sepal;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_ferruginoides;Coryphoideae;Licuala;Trachycarpeae
1764;Daemonorops_wrightmyoensis;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_flammula;Coryphoideae;Licuala;Trachycarpeae
1765;Daemonorops_stenophylla;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_flavida;Coryphoideae;Licuala;Trachycarpeae
1766;Daemonorops_grandis;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_flexuosa;Coryphoideae;Licuala;Trachycarpeae
1767;Daemonorops_aurea;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_fordiana;Coryphoideae;Licuala;Trachycarpeae
1768;Daemonorops_calicarpa;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_fractiflexa;Coryphoideae;Licuala;Trachycarpeae
1769;Daemonorops_singalana;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_gjellerupii;Coryphoideae;Licuala;Trachycarpeae
1770;Daemonorops_manii;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_glaberrima;Coryphoideae;Licuala;Trachycarpeae
1771;Daemonorops_binnendijkii;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_glabra;Coryphoideae;Licuala;Trachycarpeae
1772;Daemonorops_kurziana;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_graminifolia;Coryphoideae;Licuala;Trachycarpeae
1773;Daemonorops_rarispinosa;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_grandiflora;Coryphoideae;Licuala;Trachycarpeae
1774;Daemonorops_melanochaetes;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_grandis;Coryphoideae;Licuala;Trachycarpeae
1775;Daemonorops_monticola;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_hallieriana;Coryphoideae;Licuala;Trachycarpeae
1776;Daemonorops_fissa;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_insignis;Coryphoideae;Licuala;Trachycarpeae
1777;Daemonorops_trichroa;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_intermedia;Coryphoideae;Licuala;Trachycarpeae
1778;Daemonorops_lewisiana;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_kamarudinii;Coryphoideae;Licuala;Trachycarpeae
1779;Daemonorops_jenkinsiana;Calamoideae;Daemonorops;Calameae;;;;;;;;;;Licuala_kemamanensis;Coryphoideae;Licuala;Trachycarpeae
1780;Calamus_batanensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_khoonmengii;Coryphoideae;Licuala;Trachycarpeae
1781;Calamus_microcarpus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_kiahii;Coryphoideae;Licuala;Trachycarpeae
1782;Calamus_siphonospathus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_kingiana;Coryphoideae;Licuala;Trachycarpeae
1783;Calamus_dimorphacanthus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_klossii;Coryphoideae;Licuala;Trachycarpeae
1784;Pogonotium_divaricatum;Calamoideae;Pogonotium;Calameae;;;;;;;;;;Licuala_kuchingensis;Coryphoideae;Licuala;Trachycarpeae
1785;Pogonotium_moorei;Calamoideae;Pogonotium;Calameae;;;;;;;;;;Licuala_kunstleri;Coryphoideae;Licuala;Trachycarpeae
1786;Pogonotium_ursinum;Calamoideae;Pogonotium;Calameae;;;;;;;;;;Licuala_lambii;Coryphoideae;Licuala;Trachycarpeae
1787;Ceratolobus_concolor;Calamoideae;Ceratolobus;Calameae;;;;;;;;;;Licuala_lanata;Coryphoideae;Licuala;Trachycarpeae
1788;Ceratolobus_kingianus;Calamoideae;Ceratolobus;Calameae;;;;;;;;;;Licuala_lanuginosa;Coryphoideae;Licuala;Trachycarpeae
1789;Ceratolobus_glaucescens;Calamoideae;Ceratolobus;Calameae;;;;;;;;;;Licuala_lauterbachii;Coryphoideae;Licuala;Trachycarpeae
1790;Ceratolobus_pseudoconcolor;Calamoideae;Ceratolobus;Calameae;;;;;;;;;;Licuala_leopoldii;Coryphoideae;Licuala;Trachycarpeae
1791;Ceratolobus_discolor;Calamoideae;Ceratolobus;Calameae;;;;;;;;;;Licuala_leprosa;Coryphoideae;Licuala;Trachycarpeae
1792;Ceratolobus_subangulatus;Calamoideae;Ceratolobus;Calameae;;;;;;;;;;Licuala_leptocalyx;Coryphoideae;Licuala;Trachycarpeae
1793;Calamus_lakshmanae;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_leucocarpa;Coryphoideae;Licuala;Trachycarpeae
1794;Calamus_deerratus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_linearis;Coryphoideae;Licuala;Trachycarpeae
1795;Calamus_floribundus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_longicalycata;Coryphoideae;Licuala;Trachycarpeae
1796;Calamus_kingianus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_longiflora;Coryphoideae;Licuala;Trachycarpeae
1797;Calamus_meghalayensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_longipes;Coryphoideae;Licuala;Trachycarpeae
1798;Calamus_pseudofeanus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_longispadix;Coryphoideae;Licuala;Trachycarpeae
1799;Calamus_praetermissus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_macrantha;Coryphoideae;Licuala;Trachycarpeae
1800;Calamus_insignis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_maculata;Coryphoideae;Licuala;Trachycarpeae
1801;Calamus_javensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_magna;Coryphoideae;Licuala;Trachycarpeae
1802;Calamus_amplijugus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_malajana;Coryphoideae;Licuala;Trachycarpeae
1803;Calamus_flabellatus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_manglaensis;Coryphoideae;Licuala;Trachycarpeae
1804;Calamus_altiscandens;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_mattanensis;Coryphoideae;Licuala;Trachycarpeae
1805;Calamus_tenompokensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_meijeri;Coryphoideae;Licuala;Trachycarpeae
1806;Calamus_griseus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_merguensis;Coryphoideae;Licuala;Trachycarpeae
1807;Calamus_corrugatus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_micholitzii;Coryphoideae;Licuala;Trachycarpeae
1808;Calamus_acuminatus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_micrantha;Coryphoideae;Licuala;Trachycarpeae
1809;Calamus_tetradactylus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_mirabilis;Coryphoideae;Licuala;Trachycarpeae
1810;Calamus_dioicus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_miriensis;Coryphoideae;Licuala;Trachycarpeae
1811;Calamus_oligostachys;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_modesta;Coryphoideae;Licuala;Trachycarpeae
1812;Calamus_solitarius;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_montana;Coryphoideae;Licuala;Trachycarpeae
1813;Calamus_bimaniferus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_moszkowskiana;Coryphoideae;Licuala;Trachycarpeae
1814;Calamus_kontumensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_moyseyi;Coryphoideae;Licuala;Trachycarpeae
1815;Calamus_renukae;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_mukahensis;Coryphoideae;Licuala;Trachycarpeae
1816;Calamus_tetradactyloides;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_mustapana;Coryphoideae;Licuala;Trachycarpeae
1817;Calamus_lambirensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_nana;Coryphoideae;Licuala;Trachycarpeae
1818;Calamus_muricatus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_naumoniensis;Coryphoideae;Licuala;Trachycarpeae
1819;Calamus_rhytidomus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_nauroannii;Coryphoideae;Licuala;Trachycarpeae
1820;Calamus_holttumii;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_olivifera;Coryphoideae;Licuala;Trachycarpeae
1821;Calamus_divaricatus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_oliviformis;Coryphoideae;Licuala;Trachycarpeae
1822;Calamus_zonatus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_oninensis;Coryphoideae;Licuala;Trachycarpeae
1823;Calamus_filipendulus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_orbicularis;Coryphoideae;Licuala;Trachycarpeae
1824;Calamus_psilocladus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_oryzoides;Coryphoideae;Licuala;Trachycarpeae
1825;Calamus_comptus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_pachycalyx;Coryphoideae;Licuala;Trachycarpeae
1826;Calamus_pygmaeus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_pahangensis;Coryphoideae;Licuala;Trachycarpeae
1827;Calamus_nematospadix;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_palas;Coryphoideae;Licuala;Trachycarpeae
1828;Calamus_beccarii;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_paludosa;Coryphoideae;Licuala;Trachycarpeae
1829;Calamus_rhabdocladus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_parviflora;Coryphoideae;Licuala;Trachycarpeae
1830;Calamus_yentuensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_patens;Coryphoideae;Licuala;Trachycarpeae
1831;Calamus_wuliangshanensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_paucisecta;Coryphoideae;Licuala;Trachycarpeae
1832;Calamus_thwaitesii;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_peekelii;Coryphoideae;Licuala;Trachycarpeae
1833;Calamus_rudentum;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_peltata;Coryphoideae;Licuala;Trachycarpeae
1834;Calamus_laoensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_penduliflora;Coryphoideae;Licuala;Trachycarpeae
1835;Calamus_flagellum;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_petiolulata;Coryphoideae;Licuala;Trachycarpeae
1836;Calamus_longisetus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_pilosa;Coryphoideae;Licuala;Trachycarpeae
1837;Calamus_nanodendron;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_pitta;Coryphoideae;Licuala;Trachycarpeae
1838;Calamus_karnatakensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_platydactyla;Coryphoideae;Licuala;Trachycarpeae
1839;Calamus_maturbongsii;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_polyschista;Coryphoideae;Licuala;Trachycarpeae
1840;Calamus_usitatus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_poonsakii;Coryphoideae;Licuala;Trachycarpeae
1841;Calamus_travancoricus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_pseudovalida;Coryphoideae;Licuala;Trachycarpeae
1842;Calamus_salicifolius;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_pulchella;Coryphoideae;Licuala;Trachycarpeae
1843;Calamus_godefroyi;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_pumila;Coryphoideae;Licuala;Trachycarpeae
1844;Calamus_rotang;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_punctulata;Coryphoideae;Licuala;Trachycarpeae
1845;Calamus_tenuis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_pusilla;Coryphoideae;Licuala;Trachycarpeae
1846;Calamus_stoloniferus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_radula;Coryphoideae;Licuala;Trachycarpeae
1847;Calamus_delicatulus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_ramsayi;Coryphoideae;Licuala;Trachycarpeae
1848;Calamus_opacus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_reptans;Coryphoideae;Licuala;Trachycarpeae
1849;Calamus_dransfieldii;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_rheophytica;Coryphoideae;Licuala;Trachycarpeae
1850;Calamus_schistoacanthus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_ridleyana;Coryphoideae;Licuala;Trachycarpeae
1851;Calamus_sordidus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_robinsoniana;Coryphoideae;Licuala;Trachycarpeae
1852;Calamus_radicalis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_robusta;Coryphoideae;Licuala;Trachycarpeae
1853;Calamus_moti;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_rubiginosa;Coryphoideae;Licuala;Trachycarpeae
1854;Calamus_australis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_rumphii;Coryphoideae;Licuala;Trachycarpeae
1855;Calamus_macrochlamys;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_ruthiae;Coryphoideae;Licuala;Trachycarpeae
1856;Calamus_zebrinus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_sabahana;Coryphoideae;Licuala;Trachycarpeae
1857;Calamus_pholidostachys;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_sallehana;Coryphoideae;Licuala;Trachycarpeae
1858;Calamus_filispadix;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_sarawakensis;Coryphoideae;Licuala;Trachycarpeae
1859;Calamus_semierectus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_scortechinii;Coryphoideae;Licuala;Trachycarpeae
1860;Calamus_longipinna;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_simplex;Coryphoideae;Licuala;Trachycarpeae
1861;Calamus_fertilis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_spathellifera;Coryphoideae;Licuala;Trachycarpeae
1862;Calamus_vestitus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_spectabilis;Coryphoideae;Licuala;Trachycarpeae
1863;Calamus_viridissimus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_spicata;Coryphoideae;Licuala;Trachycarpeae
1864;Calamus_pseudotenuis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_spinosa;Coryphoideae;Licuala;Trachycarpeae
1865;Calamus_hookerianus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_steinii;Coryphoideae;Licuala;Trachycarpeae
1866;Calamus_baratangensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_stongensis;Coryphoideae;Licuala;Trachycarpeae
1867;Calamus_heteroideus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_tanycola;Coryphoideae;Licuala;Trachycarpeae
1868;Calamus_brandisii;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_taynguyensis;Coryphoideae;Licuala;Trachycarpeae
1869;Calamus_digitatus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_telifera;Coryphoideae;Licuala;Trachycarpeae
1870;Calamus_radiatus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_tenuissima;Coryphoideae;Licuala;Trachycarpeae
1871;Calamus_pachystemonus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_terengganuensis;Coryphoideae;Licuala;Trachycarpeae
1872;Calamus_multispicatus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_thoana;Coryphoideae;Licuala;Trachycarpeae
1873;Calamus_pseudorivalis;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_tiomanensis;Coryphoideae;Licuala;Trachycarpeae
1874;Calamus_metzianus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_triphylla;Coryphoideae;Licuala;Trachycarpeae
1875;Calamus_henryanus;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_urciflora;Coryphoideae;Licuala;Trachycarpeae
1876;Calamus_leptospadix;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_whitmorei;Coryphoideae;Licuala;Trachycarpeae
1877;Calamus_guruba;Calamoideae;Calamus;Calameae;;;;;;;;;;Licuala_yiiana;Coryphoideae;Licuala;Trachycarpeae
1878;Calamus_paspalanthus;Calamoideae;Calamus;Calameae;;;;;;;;;;Linospadix_albertisianus;Arecoideae;Linospadix;Areceae
1879;Calamus_poilanei;Calamoideae;Calamus;Calameae;;;;;;;;;;Linospadix_apetiolatus;Arecoideae;Linospadix;Areceae
1880;Calamus_ceratophorus;Calamoideae;Calamus;Calameae;;;;;;;;;;Linospadix_caninus;Arecoideae;Linospadix;Areceae
1881;Calamus_peregrinus;Calamoideae;Calamus;Calameae;;;;;;;;;;Linospadix_microcaryus;Arecoideae;Linospadix;Areceae
1882;Calamus_ornatus;Calamoideae;Calamus;Calameae;;;;;;;;;;Linospadix_minor;Arecoideae;Linospadix;Areceae
1883;Calamus_basui;Calamoideae;Calamus;Calameae;;;;;;;;;;Linospadix_monostachyos;Arecoideae;Linospadix;Areceae
1884;Calamus_lateralis;Calamoideae;Calamus;Calameae;;;;;;;;;;Linospadix_palmerianus;Arecoideae;Linospadix;Areceae
1885;Calamus_tomentosus;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_alfredii;Coryphoideae;Livistona;Trachycarpeae
1886;Calamus_blumei;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_australis;Coryphoideae;Livistona;Trachycarpeae
1887;Calamus_rhomboideus;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_benthamii;Coryphoideae;Livistona;Trachycarpeae
1888;Calamus_delessertianus;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_boninensis;Coryphoideae;Livistona;Trachycarpeae
1889;Calamus_bousigonii;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_carinensis;Coryphoideae;Livistona;Trachycarpeae
1890;Calamus_acanthospathus;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_chinensis;Coryphoideae;Livistona;Trachycarpeae
1891;Calamus_scipionum;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_concinna;Coryphoideae;Livistona;Trachycarpeae
1892;Calamus_vattayila;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_decora;Coryphoideae;Livistona;Trachycarpeae
1893;Calamus_spiralis;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_drudei;Coryphoideae;Livistona;Trachycarpeae
1894;Calamus_nambariensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_eastonii;Coryphoideae;Livistona;Trachycarpeae
1895;Calamus_neelagiricus;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_endauensis;Coryphoideae;Livistona;Trachycarpeae
1896;Calamus_axillaris;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_exigua;Coryphoideae;Livistona;Trachycarpeae
1897;Calamus_manillensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_fulva;Coryphoideae;Livistona;Trachycarpeae
1898;Calamus_didymocarpus;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_halongensis;Coryphoideae;Livistona;Trachycarpeae
1899;Calamus_reyesianus;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_humilis;Coryphoideae;Livistona;Trachycarpeae
1900;Calamus_multinervis;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_inermis;Coryphoideae;Livistona;Trachycarpeae
1901;Calamus_macrosphaerion;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_jenkinsiana;Coryphoideae;Livistona;Trachycarpeae
1902;Calamus_mindorensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_lanuginosa;Coryphoideae;Livistona;Trachycarpeae
1903;Calamus_jenningsianus;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_lorophylla;Coryphoideae;Livistona;Trachycarpeae
1904;Calamus_palustris;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_mariae;Coryphoideae;Livistona;Trachycarpeae
1905;Calamus_simplex;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_muelleri;Coryphoideae;Livistona;Trachycarpeae
1906;Calamus_optimus;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_nasmophila;Coryphoideae;Livistona;Trachycarpeae
1907;Calamus_leptostachys;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_nitida;Coryphoideae;Livistona;Trachycarpeae
1908;Calamus_vidalianus;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_rigida;Coryphoideae;Livistona;Trachycarpeae
1909;Calamus_manan;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_saribus;Coryphoideae;Livistona;Trachycarpeae
1910;Calamus_tumidus;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_speciosa;Coryphoideae;Livistona;Trachycarpeae
1911;Calamus_scleracanthus;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_tahanensis;Coryphoideae;Livistona;Trachycarpeae
1912;Calamus_occidentalis;Calamoideae;Calamus;Calameae;;;;;;;;;;Livistona_victoriae;Coryphoideae;Livistona;Trachycarpeae
1913;Calamus_simplicifolius;Calamoideae;Calamus;Calameae;;;;;;;;;;Lodoicea_maldivica;Coryphoideae;Lodoicea;Borasseae
1914;Calamus_subinermis;Calamoideae;Calamus;Calameae;;;;;;;;;;Loxococcus_rupicola;Arecoideae;Loxococcus;Areceae
1915;Calamus_austroguangxiensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Lytocaryum_hoehnei;Arecoideae;Lytocaryum;Cocoseae
1916;Calamus_formosanus;Calamoideae;Calamus;Calameae;;;;;;;;;;Lytocaryum_insigne;Arecoideae;Lytocaryum;Cocoseae
1917;Calamus_compsostachys;Calamoideae;Calamus;Calameae;;;;;;;;;;Lytocaryum_itapebiense;Arecoideae;Lytocaryum;Cocoseae
1918;Calamus_orthostachyus;Calamoideae;Calamus;Calameae;;;;;;;;;;Lytocaryum_weddellianum;Arecoideae;Lytocaryum;Cocoseae
1919;Calamus_caesius;Calamoideae;Calamus;Calameae;;;;;;;;;;Manicaria_martiana;Arecoideae;Manicaria;Manicarieae
1920;Calamus_melanochrous;Calamoideae;Calamus;Calameae;;;;;;;;;;Manicaria_saccifera;Arecoideae;Manicaria;Manicarieae
1921;Calamus_benkulensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Marojejya_darianii;Arecoideae;Marojejya;Areceae
1922;Calamus_laevigatus;Calamoideae;Calamus;Calameae;;;;;;;;;;Marojejya_insignis;Arecoideae;Marojejya;Areceae
1923;Calamus_kiahii;Calamoideae;Calamus;Calameae;;;;;;;;;;Masoala_kona;Arecoideae;Masoala;Areceae
1924;Calamus_mattanensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Masoala_madagascariensis;Arecoideae;Masoala;Areceae
1925;Calamus_malawaliensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Mauritia_carana;Calamoideae;Mauritia;Lepidocaryeae
1926;Calamus_oxleyanus;Calamoideae;Calamus;Calameae;;;;;;;;;;Mauritia_flexuosa;Calamoideae;Mauritia;Lepidocaryeae
1927;Calamus_unifarius;Calamoideae;Calamus;Calameae;;;;;;;;;;Mauritiella_aculeata;Calamoideae;Mauritiella;Lepidocaryeae
1928;Calamus_suaveolens;Calamoideae;Calamus;Calameae;;;;;;;;;;Mauritiella_armata;Calamoideae;Mauritiella;Lepidocaryeae
1929;Calamus_aruensis;Calamoideae;Calamus;Calameae;;;;;;;;;;Mauritiella_macroclada;Calamoideae;Mauritiella;Lepidocaryeae
1930;Calamus_megaphyllus;Calamoideae;Calamus;Calameae;;;;;;;;;;Mauritiella_pumila;Calamoideae;Mauritiella;Lepidocaryeae
1931;Calamus_mitis;Calamoideae;Calamus;Calameae;;;;;;;;;;Maxburretia_furtadoana;Coryphoideae;Maxburretia;Trachycarpeae
