"LEVEL_3_CO","ID","LEVEL_NAME","REGION_NAM","CONTINENT","id","SpecName","falsePos"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_caniceps","No"
"ARI",16,"Arizona","Southwestern U.S.A.","NORTHERN AMERICA","15","Peromyscus_crinitus","No"
"CAL",52,"California","Southwestern U.S.A.","NORTHERN AMERICA","51","Peromyscus_crinitus","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_crinitus","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_dickeyi","No"
"MXC",205,"Mexico Central","Mexico","NORTHERN AMERICA","205","Peromyscus_difficilis","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Peromyscus_difficilis","No"
"MXG",207,"Mexico Gulf","Mexico","NORTHERN AMERICA","207","Peromyscus_difficilis","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_difficilis","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_difficilis","No"
"ARI",16,"Arizona","Southwestern U.S.A.","NORTHERN AMERICA","15","Peromyscus_eremicus","No"
"CAL",52,"California","Southwestern U.S.A.","NORTHERN AMERICA","51","Peromyscus_eremicus","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Peromyscus_eremicus","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_eremicus","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_eremicus","No"
"TEX",321,"Texas","South-Central U.S.A.","NORTHERN AMERICA","321","Peromyscus_eremicus","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_eva","No"
"CAL",52,"California","Southwestern U.S.A.","NORTHERN AMERICA","51","Peromyscus_fraterculus","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_fraterculus","No"
"MXC",205,"Mexico Central","Mexico","NORTHERN AMERICA","205","Peromyscus_furvus","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Peromyscus_furvus","No"
"MXG",207,"Mexico Gulf","Mexico","NORTHERN AMERICA","207","Peromyscus_furvus","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_furvus","No"
"ALA",6,"Alabama","Southeastern U.S.A.","NORTHERN AMERICA","5","Peromyscus_gossypinus","No"
"ARK",17,"Arkansas","Southeastern U.S.A.","NORTHERN AMERICA","16","Peromyscus_gossypinus","No"
"FLA",107,"Florida","Southeastern U.S.A.","NORTHERN AMERICA","107","Peromyscus_gossypinus","No"
"GEO",114,"Georgia","Southeastern U.S.A.","NORTHERN AMERICA","114","Peromyscus_gossypinus","No"
"LOU",174,"Louisiana","Southeastern U.S.A.","NORTHERN AMERICA","174","Peromyscus_gossypinus","No"
"MSI",202,"Mississippi","Southeastern U.S.A.","NORTHERN AMERICA","202","Peromyscus_gossypinus","No"
"NCA",216,"North Carolina","Southeastern U.S.A.","NORTHERN AMERICA","216","Peromyscus_gossypinus","No"
"OKL",250,"Oklahoma","North-Central U.S.A.","NORTHERN AMERICA","250","Peromyscus_gossypinus","No"
"SCA",285,"South Carolina","Southeastern U.S.A.","NORTHERN AMERICA","285","Peromyscus_gossypinus","No"
"TEX",321,"Texas","South-Central U.S.A.","NORTHERN AMERICA","321","Peromyscus_gossypinus","No"
"GUA",124,"Guatemala","Central America","SOUTHERN AMERICA","124","Peromyscus_grandis","No"
"MXC",205,"Mexico Central","Mexico","NORTHERN AMERICA","205","Peromyscus_gratus","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Peromyscus_gratus","No"
"MXG",207,"Mexico Gulf","Mexico","NORTHERN AMERICA","207","Peromyscus_gratus","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_gratus","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_gratus","No"
"GUA",124,"Guatemala","Central America","SOUTHERN AMERICA","124","Peromyscus_guatemalensis","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Peromyscus_guatemalensis","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Peromyscus_gymnotis","No"
"ELS",100,"El Salvador","Central America","SOUTHERN AMERICA","100","Peromyscus_gymnotis","No"
"GUA",124,"Guatemala","Central America","SOUTHERN AMERICA","124","Peromyscus_gymnotis","No"
"HON",131,"Honduras","Central America","SOUTHERN AMERICA","131","Peromyscus_gymnotis","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_gymnotis","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Peromyscus_gymnotis","No"
"NIC",228,"Nicaragua","Central America","SOUTHERN AMERICA","228","Peromyscus_gymnotis","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Peromyscus_hooperi","No"
"MXC",205,"Mexico Central","Mexico","NORTHERN AMERICA","205","Peromyscus_hylocetes","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_hylocetes","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_interparietalis","No"
"ALA",6,"Alabama","Southeastern U.S.A.","NORTHERN AMERICA","5","Peromyscus_leucopus","No"
"ARI",16,"Arizona","Southwestern U.S.A.","NORTHERN AMERICA","15","Peromyscus_leucopus","No"
"ARK",17,"Arkansas","Southeastern U.S.A.","NORTHERN AMERICA","16","Peromyscus_leucopus","No"
"GEO",114,"Georgia","Southeastern U.S.A.","NORTHERN AMERICA","114","Peromyscus_leucopus","No"
"LOU",174,"Louisiana","Southeastern U.S.A.","NORTHERN AMERICA","174","Peromyscus_leucopus","No"
"MSI",202,"Mississippi","Southeastern U.S.A.","NORTHERN AMERICA","202","Peromyscus_leucopus","No"
"MXC",205,"Mexico Central","Mexico","NORTHERN AMERICA","205","Peromyscus_leucopus","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Peromyscus_leucopus","No"
"MXG",207,"Mexico Gulf","Mexico","NORTHERN AMERICA","207","Peromyscus_leucopus","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_leucopus","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_leucopus","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Peromyscus_leucopus","No"
"NCA",216,"North Carolina","Southeastern U.S.A.","NORTHERN AMERICA","216","Peromyscus_leucopus","No"
"OKL",250,"Oklahoma","North-Central U.S.A.","NORTHERN AMERICA","250","Peromyscus_leucopus","No"
"SCA",285,"South Carolina","Southeastern U.S.A.","NORTHERN AMERICA","285","Peromyscus_leucopus","No"
"TEX",321,"Texas","South-Central U.S.A.","NORTHERN AMERICA","321","Peromyscus_leucopus","No"
"MXC",205,"Mexico Central","Mexico","NORTHERN AMERICA","205","Peromyscus_levipes","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Peromyscus_levipes","No"
"MXG",207,"Mexico Gulf","Mexico","NORTHERN AMERICA","207","Peromyscus_levipes","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_levipes","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_madrensis","No"
"GUA",124,"Guatemala","Central America","SOUTHERN AMERICA","124","Peromyscus_mayensis","No"
"MXC",205,"Mexico Central","Mexico","NORTHERN AMERICA","205","Peromyscus_megalops","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_megalops","No"
"MXC",205,"Mexico Central","Mexico","NORTHERN AMERICA","205","Peromyscus_mekisturus","No"
"MXG",207,"Mexico Gulf","Mexico","NORTHERN AMERICA","207","Peromyscus_mekisturus","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_melanocarpus","No"
"GUA",124,"Guatemala","Central America","SOUTHERN AMERICA","124","Peromyscus_melanophrys","No"
"MXC",205,"Mexico Central","Mexico","NORTHERN AMERICA","205","Peromyscus_melanophrys","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Peromyscus_melanophrys","No"
"MXG",207,"Mexico Gulf","Mexico","NORTHERN AMERICA","207","Peromyscus_melanophrys","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_melanophrys","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Peromyscus_melanophrys","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_melanurus","No"
"ARI",16,"Arizona","Southwestern U.S.A.","NORTHERN AMERICA","15","Peromyscus_merriami","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Peromyscus_merriami","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_merriami","No"
"ARI",16,"Arizona","Southwestern U.S.A.","NORTHERN AMERICA","15","Peromyscus_nasutus","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Peromyscus_nasutus","No"
"OKL",250,"Oklahoma","North-Central U.S.A.","NORTHERN AMERICA","250","Peromyscus_nasutus","No"
"TEX",321,"Texas","South-Central U.S.A.","NORTHERN AMERICA","321","Peromyscus_nasutus","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Peromyscus_ochraventer","No"
"MXC",205,"Mexico Central","Mexico","NORTHERN AMERICA","205","Peromyscus_pectoralis","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Peromyscus_pectoralis","No"
"MXG",207,"Mexico Gulf","Mexico","NORTHERN AMERICA","207","Peromyscus_pectoralis","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_pectoralis","No"
"OKL",250,"Oklahoma","North-Central U.S.A.","NORTHERN AMERICA","250","Peromyscus_pectoralis","No"
"TEX",321,"Texas","South-Central U.S.A.","NORTHERN AMERICA","321","Peromyscus_pectoralis","No"
"MXC",205,"Mexico Central","Mexico","NORTHERN AMERICA","205","Peromyscus_perfulvus","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_perfulvus","No"
"ALA",6,"Alabama","Southeastern U.S.A.","NORTHERN AMERICA","5","Peromyscus_polionotus","No"
"FLA",107,"Florida","Southeastern U.S.A.","NORTHERN AMERICA","107","Peromyscus_polionotus","No"
"GEO",114,"Georgia","Southeastern U.S.A.","NORTHERN AMERICA","114","Peromyscus_polionotus","No"
"MSI",202,"Mississippi","Southeastern U.S.A.","NORTHERN AMERICA","202","Peromyscus_polionotus","No"
"NCA",216,"North Carolina","Southeastern U.S.A.","NORTHERN AMERICA","216","Peromyscus_polionotus","No"
"SCA",285,"South Carolina","Southeastern U.S.A.","NORTHERN AMERICA","285","Peromyscus_polionotus","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Peromyscus_polius","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_polius","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_pseudocrinitus","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_sagax","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Peromyscus_schmidlyi","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_schmidlyi","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_sejugis","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_simulus","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_simulus","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_slevini","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Peromyscus_spicilegus","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_spicilegus","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_spicilegus","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_stephani","No"
"ELS",100,"El Salvador","Central America","SOUTHERN AMERICA","100","Peromyscus_stirtoni","No"
"GUA",124,"Guatemala","Central America","SOUTHERN AMERICA","124","Peromyscus_stirtoni","No"
"HON",131,"Honduras","Central America","SOUTHERN AMERICA","131","Peromyscus_stirtoni","No"
"NIC",228,"Nicaragua","Central America","SOUTHERN AMERICA","228","Peromyscus_stirtoni","No"
"ARI",16,"Arizona","Southwestern U.S.A.","NORTHERN AMERICA","15","Peromyscus_truei","No"
"CAL",52,"California","Southwestern U.S.A.","NORTHERN AMERICA","51","Peromyscus_truei","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Peromyscus_truei","No"
"OKL",250,"Oklahoma","North-Central U.S.A.","NORTHERN AMERICA","250","Peromyscus_truei","No"
"TEX",321,"Texas","South-Central U.S.A.","NORTHERN AMERICA","321","Peromyscus_truei","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Peromyscus_winkelmanni","No"
"BLZ",36,"Belize","Central America","SOUTHERN AMERICA","35","Peromyscus_yucatanicus","No"
"GUA",124,"Guatemala","Central America","SOUTHERN AMERICA","124","Peromyscus_yucatanicus","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Peromyscus_yucatanicus","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Peromyscus_zarhynchus","No"
"ARI",16,"Arizona","Southwestern U.S.A.","NORTHERN AMERICA","15","Phenacomys_intermedius","No"
"CAL",52,"California","Southwestern U.S.A.","NORTHERN AMERICA","51","Phenacomys_intermedius","No"
"ARI",16,"Arizona","Southwestern U.S.A.","NORTHERN AMERICA","15","Sigmodon_ochrognathus","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Sigmodon_ochrognathus","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Sigmodon_ochrognathus","No"
"TEX",321,"Texas","South-Central U.S.A.","NORTHERN AMERICA","321","Sigmodon_ochrognathus","No"
"AGE",3,"Argentina Northeast","Southern South America","SOUTHERN AMERICA","2","Sooretamys_angouya","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Sooretamys_angouya","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Sooretamys_angouya","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Sooretamys_angouya","No"
"BZS",49,"Brazil South","Brazil","SOUTHERN AMERICA","48","Sooretamys_angouya","No"
"PAR",257,"Paraguay","Southern South America","SOUTHERN AMERICA","257","Sooretamys_angouya","No"
"ARK",17,"Arkansas","Southeastern U.S.A.","NORTHERN AMERICA","16","Synaptomys_cooperi","No"
"GEO",114,"Georgia","Southeastern U.S.A.","NORTHERN AMERICA","114","Synaptomys_cooperi","No"
"NCA",216,"North Carolina","Southeastern U.S.A.","NORTHERN AMERICA","216","Synaptomys_cooperi","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Transandinomys_bolivaris","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Transandinomys_bolivaris","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Transandinomys_bolivaris","No"
"HON",131,"Honduras","Central America","SOUTHERN AMERICA","131","Transandinomys_bolivaris","No"
"NIC",228,"Nicaragua","Central America","SOUTHERN AMERICA","228","Transandinomys_bolivaris","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Transandinomys_bolivaris","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Transandinomys_talamancae","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Transandinomys_talamancae","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Transandinomys_talamancae","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Transandinomys_talamancae","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Transandinomys_talamancae","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Transandinomys_talamancae","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Tylomys_bullaris","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Tylomys_fulviventer","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Tylomys_mirae","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Tylomys_mirae","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Tylomys_mirae","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Tylomys_panamensis","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Tylomys_tumbalensis","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Tylomys_watsoni","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Tylomys_watsoni","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Tylomys_watsoni","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Zygodontomys_brevicauda","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Zygodontomys_brevicauda","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Zygodontomys_brevicauda","No"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Zygodontomys_brevicauda","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Zygodontomys_brevicauda","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Zygodontomys_brevicauda","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Zygodontomys_brevicauda","No"
"TRT",327,"Trinidad-Tobago","Caribbean","SOUTHERN AMERICA","327","Zygodontomys_brevicauda","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Zygodontomys_brevicauda","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Zygodontomys_brunneus","No"
"AGE",3,"Argentina Northeast","Southern South America","SOUTHERN AMERICA","2","Cuniculus_paca","No"
"BLZ",36,"Belize","Central America","SOUTHERN AMERICA","35","Cuniculus_paca","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Cuniculus_paca","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Cuniculus_paca","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Cuniculus_paca","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Cuniculus_paca","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Cuniculus_paca","No"
"BZS",49,"Brazil South","Brazil","SOUTHERN AMERICA","48","Cuniculus_paca","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Cuniculus_paca","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Cuniculus_paca","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Cuniculus_paca","No"
"ELS",100,"El Salvador","Central America","SOUTHERN AMERICA","100","Cuniculus_paca","No"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Cuniculus_paca","No"
"GUA",124,"Guatemala","Central America","SOUTHERN AMERICA","124","Cuniculus_paca","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Cuniculus_paca","No"
"HON",131,"Honduras","Central America","SOUTHERN AMERICA","131","Cuniculus_paca","No"
"MXC",205,"Mexico Central","Mexico","NORTHERN AMERICA","205","Cuniculus_paca","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Cuniculus_paca","No"
"MXG",207,"Mexico Gulf","Mexico","NORTHERN AMERICA","207","Cuniculus_paca","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Cuniculus_paca","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Cuniculus_paca","No"
"NIC",228,"Nicaragua","Central America","SOUTHERN AMERICA","228","Cuniculus_paca","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Cuniculus_paca","No"
"PAR",257,"Paraguay","Southern South America","SOUTHERN AMERICA","257","Cuniculus_paca","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Cuniculus_paca","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Cuniculus_paca","No"
"URU",NA,NA,"Southern South America","SOUTHERN AMERICA","339","Cuniculus_paca","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Cuniculus_paca","No"
